temps;exponential;X_EL;X_ET;X_A;X_local_level;X_local_trend
2024-01-07;-7.83703144624385;7.42;0.02;10;0.14500000000000002;-0.005
2024-01-08;-7.871037781415509;7.44;0.02;10;0.1399999999999999;-0.005
2024-01-09;-7.919910082800465;7.46;0.02;10;0.135;-0.005
2024-01-10;-7.873330028446113;7.48;0.02;10;0.1299999999999999;-0.005
2024-01-11;-7.93563089643583;7.5;0.02;10;0.125;-0.005
2024-01-12;-7.89111446166864;7.5200000000000005;0.02;10;0.11999999999999988;-0.005
2024-01-13;-7.921581023241503;7.54;0.02;10;0.11499999999999999;-0.005
2024-01-14;-7.911873103815985;7.5600000000000005;0.02;10;0.10999999999999988;-0.005
2024-01-15;-7.841995555457316;7.58;0.02;10;0.10499999999999998;-0.005
2024-01-16;-7.975394435404098;7.6000000000000005;0.02;10;0.09999999999999987;-0.005
2024-01-17;-7.975148980116683;7.62;0.02;10;0.09499999999999997;-0.005
2024-01-18;-8.100151604840544;7.640000000000001;0.02;10;0.08999999999999986;-0.005
2024-01-19;-8.02177941024959;7.66;0.02;10;0.08499999999999996;-0.005
2024-01-20;-7.973443351591998;7.68;0.02;10;0.08000000000000007;-0.005
2024-01-21;-8.028327798914296;7.7;0.02;10;0.07499999999999996;-0.005
2024-01-22;-8.052417214744553;7.72;0.02;10;0.07000000000000006;-0.005
2024-01-23;-8.08401500130034;7.74;0.02;10;0.06499999999999995;-0.005
2024-01-24;-8.067128633754313;7.76;0.02;10;0.06000000000000005;-0.005
2024-01-25;-8.141050997353734;7.78;0.02;10;0.05499999999999994;-0.005
2024-01-26;-8.125240264748962;7.8;0.02;10;0.050000000000000044;-0.005
2024-01-27;-8.091335351920206;7.82;0.02;10;0.04499999999999993;-0.005
2024-01-28;-8.197665382751108;7.84;0.02;10;0.040000000000000036;-0.005
2024-01-29;-8.184204281456632;7.86;0.02;10;0.03499999999999992;-0.005
2024-01-30;-8.191145069980724;7.88;0.02;10;0.030000000000000027;-0.005
2024-01-31;-8.315812749633803;7.9;0.02;10;0.02499999999999991;-0.005
2024-02-01;-8.19472231797526;7.92;0.02;10;0.020000000000000018;-0.005
2024-02-02;-8.271884870312046;7.94;0.02;10;0.014999999999999902;-0.005
2024-02-03;-8.332048303732535;7.96;0.02;10;0.010000000000000009;-0.005
2024-02-04;-8.247774391241045;7.98;0.02;10;0.004999999999999893;-0.005
2024-02-05;-8.311616278783223;8.0;0.02;10;0.0;-0.005
2024-02-06;-8.42740770553776;8.02;0.02;10;-0.004999999999999893;-0.005
2024-02-07;-8.358501482627974;8.040000000000001;0.02;10;-0.010000000000000231;-0.005
2024-02-08;-8.452426805518853;8.06;0.02;10;-0.015000000000000124;-0.005
2024-02-09;-8.442248534826067;8.08;0.02;10;-0.020000000000000018;-0.005
2024-02-10;-8.433376509865527;8.1;0.02;10;-0.02499999999999991;-0.005
2024-02-11;-8.547258983903507;8.120000000000001;0.02;10;-0.03000000000000025;-0.005
2024-02-12;-8.617353165606001;8.14;0.02;10;-0.03500000000000014;-0.005
2024-02-13;-8.388287817125399;8.16;0.02;10;-0.040000000000000036;-0.005
2024-02-14;-8.641346901666246;8.18;0.02;10;-0.04499999999999993;-0.005
2024-02-15;-8.610308295607808;8.2;0.02;10;-0.04999999999999982;-0.005
2024-02-16;-8.58844292638979;8.22;0.02;10;-0.05500000000000016;-0.005
2024-02-17;-8.663861069776537;8.24;0.02;10;-0.06000000000000005;-0.005
2024-02-18;-8.716921956972579;8.26;0.02;10;-0.06499999999999995;-0.005
2024-02-19;-8.69061605432046;8.28;0.02;10;-0.06999999999999984;-0.005
2024-02-20;-8.698670698259509;8.3;0.02;10;-0.07500000000000018;-0.005
2024-02-21;-8.689535225731253;8.32;0.02;10;-0.08000000000000007;-0.005
2024-02-22;-8.761492910796242;8.34;0.02;10;-0.08499999999999996;-0.005
2024-02-23;-8.787227120614014;8.36;0.02;10;-0.08999999999999986;-0.005
2024-02-24;-8.899740725041426;8.38;0.02;10;-0.0950000000000002;-0.005
2024-02-25;-8.855178491744306;8.4;0.02;10;-0.10000000000000009;-0.005
2024-02-26;-8.97792296557216;8.42;0.02;10;-0.10499999999999998;-0.005
2024-02-27;-9.037685582979355;8.44;0.02;10;-0.10999999999999988;-0.005
2024-02-28;-9.148331703326704;8.46;0.02;10;-0.11500000000000021;-0.005
2024-02-29;-9.000565968913076;8.48;0.02;10;-0.1200000000000001;-0.005
2024-03-01;-9.106947174178657;8.5;0.02;10;-0.125;-0.005
2024-03-02;-9.198554605331982;8.52;0.02;10;-0.1299999999999999;-0.005
2024-03-03;-9.177840156032886;8.540000000000001;0.02;10;-0.13500000000000023;-0.005
2024-03-04;-9.210310156633676;8.56;0.02;10;-0.14000000000000012;-0.005
2024-03-05;-9.168015019539295;8.58;0.02;10;-0.14500000000000002;-0.005
2024-03-06;-9.256621367434645;8.6;0.02;10;-0.1499999999999999;-0.005
2024-03-07;-9.335887085372619;8.620000000000001;0.02;10;-0.15500000000000025;-0.005
2024-03-08;-9.345248875498237;8.64;0.02;10;-0.16000000000000014;-0.005
2024-03-09;-9.344402877116721;8.66;0.02;10;-0.16500000000000004;-0.005
2024-03-10;-9.556925369256724;8.68;0.02;10;-0.16999999999999993;-0.005
2024-03-11;-9.516064982460591;8.700000000000001;0.02;10;-0.17500000000000027;-0.005
2024-03-12;-9.473715959793864;8.72;0.02;10;-0.18000000000000016;-0.005
2024-03-13;-9.451754931518215;8.74;0.02;10;-0.18500000000000005;-0.005
2024-03-14;-9.58913344629913;8.76;0.02;10;-0.18999999999999995;-0.005
2024-03-15;-9.553526599022732;8.78;0.02;10;-0.19499999999999984;-0.005
2024-03-16;-9.574428482712822;8.8;0.02;10;-0.20000000000000018;-0.005
2024-03-17;-9.765927745140573;8.82;0.02;10;-0.20500000000000007;-0.005
2024-03-18;-9.725140456409889;8.84;0.02;10;-0.20999999999999996;-0.005
2024-03-19;-9.762408835110298;8.86;0.02;10;-0.21499999999999986;-0.005
2024-03-20;-9.824562698550823;8.88;0.02;10;-0.2200000000000002;-0.005
2024-03-21;-9.847459124283894;8.9;0.02;10;-0.2250000000000001;-0.005
2024-03-22;-9.801049239008544;8.92;0.02;10;-0.22999999999999998;-0.005
2024-03-23;-9.93347807472265;8.94;0.02;10;-0.23499999999999988;-0.005
2024-03-24;-9.953533310836772;8.96;0.02;10;-0.2400000000000002;-0.005
2024-03-25;-9.965453025428754;8.98;0.02;10;-0.2450000000000001;-0.005
2024-03-26;-10.008838726637082;9.0;0.02;10;-0.25;-0.005
2024-03-27;-10.070033152269051;9.02;0.02;10;-0.2549999999999999;-0.005
2024-03-28;-10.150541442688883;9.040000000000001;0.02;10;-0.26000000000000023;-0.005
2024-03-29;-10.117874430424758;9.06;0.02;10;-0.2650000000000001;-0.005
2024-03-30;-10.160636487167244;9.08;0.02;10;-0.27;-0.005
2024-03-31;-10.200164456997761;9.1;0.02;10;-0.2749999999999999;-0.005
2024-04-01;-10.222466068053905;9.120000000000001;0.02;10;-0.28000000000000025;-0.005
2024-04-02;-10.345545157328022;9.14;0.02;10;-0.28500000000000014;-0.005
2024-04-03;-10.380528993891637;9.16;0.02;10;-0.29000000000000004;-0.005
2024-04-04;-10.379705856198226;9.18;0.02;10;-0.29499999999999993;-0.005
2024-04-05;-10.417621187161016;9.200000000000001;0.02;10;-0.30000000000000027;-0.005
2024-04-06;-10.46902643771495;9.22;0.02;10;-0.30500000000000016;-0.005
2024-04-07;-10.50825313994653;9.24;0.02;10;-0.31000000000000005;-0.005
2024-04-08;-10.506648279845693;9.26;0.02;10;-0.31499999999999995;-0.005
2024-04-09;-10.616894711774354;9.28;0.02;10;-0.31999999999999984;-0.005
2024-04-10;-10.641017635682307;9.3;0.02;10;-0.3250000000000002;-0.005
2024-04-11;-10.672801739248543;9.32;0.02;10;-0.33000000000000007;-0.005
2024-04-12;-10.686832750547087;9.34;0.02;10;-0.33499999999999996;-0.005
2024-04-13;-10.724578710688137;9.36;0.02;10;-0.33999999999999986;-0.005
2024-04-14;-10.828960924990904;9.38;0.02;10;-0.3450000000000002;-0.005
2024-04-15;-10.779152764646344;9.4;0.02;10;-0.3500000000000001;-0.005
2024-04-16;-10.76692545628413;9.42;0.02;10;-0.355;-0.005
2024-04-17;-10.889625945120889;9.44;0.02;10;-0.3599999999999999;-0.005
2024-04-18;-10.937086767431257;9.46;0.02;10;-0.3650000000000002;-0.005
2024-04-19;-10.98271005620018;9.48;0.02;10;-0.3700000000000001;-0.005
2024-04-20;-10.96620035089575;9.5;0.02;10;-0.375;-0.005
2024-04-21;-10.986569052470244;9.52;0.02;10;-0.3799999999999999;-0.005
2024-04-22;-11.145807024640394;9.540000000000001;0.02;10;-0.38500000000000023;-0.005
2024-04-23;-11.185011301087961;9.56;0.02;10;-0.3900000000000001;-0.005
2024-04-24;-11.129055066421849;9.58;0.02;10;-0.395;-0.005
2024-04-25;-11.220344738425625;9.6;0.02;10;-0.3999999999999999;-0.005
2024-04-26;-11.180089954996713;9.620000000000001;0.02;10;-0.40500000000000025;-0.005
2024-04-27;-11.214156264127034;9.64;0.02;10;-0.41000000000000014;-0.005
2024-04-28;-11.303584342429279;9.66;0.02;10;-0.41500000000000004;-0.005
2024-04-29;-11.294397806625565;9.68;0.02;10;-0.41999999999999993;-0.005
2024-04-30;-11.385818133814439;9.700000000000001;0.02;10;-0.42500000000000027;-0.005
2024-05-01;-11.371074903449497;9.72;0.02;10;-0.43000000000000016;-0.005
2024-05-02;-11.452262784725157;9.74;0.02;10;-0.43500000000000005;-0.005
2024-05-03;-11.458826628879493;9.76;0.02;10;-0.43999999999999995;-0.005
2024-05-04;-11.501253444680898;9.78;0.02;10;-0.44499999999999984;-0.005
2024-05-05;-11.486030009463676;9.8;0.02;10;-0.4500000000000002;-0.005
2024-05-06;-11.640038523428373;9.82;0.02;10;-0.45500000000000007;-0.005
2024-05-07;-11.655460325152912;9.84;0.02;10;-0.45999999999999996;-0.005
2024-05-08;-11.618328520709184;9.86;0.02;10;-0.46499999999999986;-0.005
2024-05-09;-11.698241812541161;9.88;0.02;10;-0.4700000000000002;-0.005
2024-05-10;-11.694389388520495;9.9;0.02;10;-0.4750000000000001;-0.005
2024-05-11;-11.690595497143834;9.92;0.02;10;-0.48;-0.005
2024-05-12;-11.743375169591202;9.94;0.02;10;-0.4849999999999999;-0.005
2024-05-13;-11.813535433469303;9.96;0.02;10;-0.4900000000000002;-0.005
2024-05-14;-11.804225433539202;9.98;0.02;10;-0.4950000000000001;-0.005
2024-05-15;-11.895479794793228;10.0;0.02;10;-0.5;-0.005
2024-05-16;-11.900861302997555;10.02;0.02;10;-0.5049999999999999;-0.005
2024-05-17;-11.834151572212688;10.040000000000001;0.02;10;-0.5100000000000002;-0.005
2024-05-18;-11.926857096540427;10.06;0.02;10;-0.5150000000000001;-0.005
2024-05-19;-11.996813762522224;10.08;0.02;10;-0.52;-0.005
2024-05-20;-11.924726347534145;10.1;0.02;10;-0.5249999999999999;-0.005
2024-05-21;-11.973353576623488;10.120000000000001;0.02;10;-0.5300000000000002;-0.005
2024-05-22;-12.057751994664898;10.14;0.02;10;-0.5350000000000001;-0.005
2024-05-23;-12.083263453710437;10.16;0.02;10;-0.54;-0.005
2024-05-24;-12.064844195406108;10.18;0.02;10;-0.5449999999999999;-0.005
2024-05-25;-12.127360024729509;10.200000000000001;0.02;10;-0.5500000000000003;-0.005
2024-05-26;-12.22695042394849;10.22;0.02;10;-0.5550000000000002;-0.005
2024-05-27;-12.164764514386802;10.24;0.02;10;-0.56;-0.005
2024-05-28;-12.19978812806931;10.26;0.02;10;-0.565;-0.005
2024-05-29;-12.198404373682784;10.28;0.02;10;-0.5699999999999998;-0.005
2024-05-30;-12.235942366369816;10.3;0.02;10;-0.5750000000000002;-0.005
2024-05-31;-12.263767701981273;10.32;0.02;10;-0.5800000000000001;-0.005
2024-06-01;-12.201652092601314;10.34;0.02;10;-0.585;-0.005
2024-06-02;-12.273922953833882;10.36;0.02;10;-0.5899999999999999;-0.005
2024-06-03;-12.314276798115493;10.38;0.02;10;-0.5950000000000002;-0.005
2024-06-04;-12.319189317841893;10.4;0.02;10;-0.6000000000000001;-0.005
2024-06-05;-12.364865412702526;10.42;0.02;10;-0.605;-0.005
2024-06-06;-12.389698313122068;10.44;0.02;10;-0.6099999999999999;-0.005
2024-06-07;-12.501407513696346;10.46;0.02;10;-0.6150000000000002;-0.005
2024-06-08;-12.488023437837946;10.48;0.02;10;-0.6200000000000001;-0.005
2024-06-09;-12.517243374550455;10.5;0.02;10;-0.625;-0.005
2024-06-10;-12.439480076553078;10.52;0.02;10;-0.6299999999999999;-0.005
2024-06-11;-12.48563766740521;10.540000000000001;0.02;10;-0.6350000000000002;-0.005
2024-06-12;-12.54507791931687;10.56;0.02;10;-0.6400000000000001;-0.005
2024-06-13;-12.510021992798459;10.58;0.02;10;-0.645;-0.005
2024-06-14;-12.494050599091192;10.6;0.02;10;-0.6499999999999999;-0.005
2024-06-15;-12.548659251638405;10.620000000000001;0.02;10;-0.6550000000000002;-0.005
2024-06-16;-12.561594046158245;10.64;0.02;10;-0.6600000000000001;-0.005
2024-06-17;-12.56595051740953;10.66;0.02;10;-0.665;-0.005
2024-06-18;-12.662281192475621;10.68;0.02;10;-0.6699999999999999;-0.005
2024-06-19;-12.761715475683559;10.700000000000001;0.02;10;-0.6750000000000003;-0.005
2024-06-20;-12.54862952259994;10.72;0.02;10;-0.6800000000000002;-0.005
2024-06-21;-12.601119334003206;10.74;0.02;10;-0.685;-0.005
2024-06-22;-12.610760091266318;10.76;0.02;10;-0.69;-0.005
2024-06-23;-12.711926787453699;10.78;0.02;10;-0.6949999999999998;-0.005
2024-06-24;-12.666127119022853;10.8;0.02;10;-0.7000000000000002;-0.005
2024-06-25;-12.696338760171672;10.82;0.02;10;-0.7050000000000001;-0.005
2024-06-26;-12.692751862747166;10.84;0.02;10;-0.71;-0.005
2024-06-27;-12.752132545955838;10.86;0.02;10;-0.7149999999999999;-0.005
2024-06-28;-12.731940226776628;10.88;0.02;10;-0.7200000000000002;-0.005
2024-06-29;-12.758124553313195;10.9;0.02;10;-0.7250000000000001;-0.005
2024-06-30;-12.712566817099429;10.92;0.02;10;-0.73;-0.005
2024-07-01;-12.839139774502943;10.94;0.02;10;-0.7349999999999999;-0.005
2024-07-02;-12.745603393386512;10.96;0.02;10;-0.7400000000000002;-0.005
2024-07-03;-12.75345531547557;10.98;0.02;10;-0.7450000000000001;-0.005
2024-07-04;-12.72905524618642;11.0;0.02;10;-0.75;-0.005
2024-07-05;-12.850902315916684;11.02;0.02;10;-0.7549999999999999;-0.005
2024-07-06;-12.744060837044973;11.040000000000001;0.02;10;-0.7600000000000002;-0.005
2024-07-07;-12.744068449433971;11.06;0.02;10;-0.7650000000000001;-0.005
2024-07-08;-12.785429744847834;11.08;0.02;10;-0.77;-0.005
2024-07-09;-12.76108207248976;11.1;0.02;10;-0.7749999999999999;-0.005
2024-07-10;-12.757367550756502;11.120000000000001;0.02;10;-0.7800000000000002;-0.005
2024-07-11;-12.736914002601953;11.14;0.02;10;-0.7850000000000001;-0.005
2024-07-12;-12.739666673940185;11.16;0.02;10;-0.79;-0.005
2024-07-13;-12.708064588349917;11.18;0.02;10;-0.7949999999999999;-0.005
2024-07-14;-12.754241786186851;11.200000000000001;0.02;10;-0.8000000000000003;-0.005
2024-07-15;-12.745672647064278;11.22;0.02;10;-0.8050000000000002;-0.005
2024-07-16;-12.713349498982959;11.24;0.02;10;-0.81;-0.005
2024-07-17;-12.824730930817983;11.26;0.02;10;-0.815;-0.005
2024-07-18;-12.738750325567112;11.28;0.02;10;-0.8199999999999998;-0.005
2024-07-19;-12.761799471732086;11.3;0.02;10;-0.8250000000000002;-0.005
2024-07-20;-12.70624404594179;11.32;0.02;10;-0.8300000000000001;-0.005
2024-07-21;-12.731949055697676;11.34;0.02;10;-0.835;-0.005
2024-07-22;-12.655284829063818;11.36;0.02;10;-0.8399999999999999;-0.005
2024-07-23;-12.676596628285328;11.38;0.02;10;-0.8450000000000002;-0.005
2024-07-24;-12.657329396162535;11.4;0.02;10;-0.8500000000000001;-0.005
2024-07-25;-12.769288647065265;11.42;0.02;10;-0.855;-0.005
2024-07-26;-12.745500965337593;11.44;0.02;10;-0.8599999999999999;-0.005
2024-07-27;-12.636229071744195;11.46;0.02;10;-0.8650000000000002;-0.005
2024-07-28;-12.697200183008071;11.48;0.02;10;-0.8700000000000001;-0.005
2024-07-29;-12.649856530170709;11.5;0.02;10;-0.875;-0.005
2024-07-30;-12.573322932878753;11.52;0.02;10;-0.8799999999999999;-0.005
2024-07-31;-12.643050897087136;11.540000000000001;0.02;10;-0.8850000000000002;-0.005
2024-08-01;-12.625227781239234;11.56;0.02;10;-0.8900000000000001;-0.005
2024-08-02;-12.614046357149375;11.58;0.02;10;-0.895;-0.005
2024-08-03;-12.62223673313699;11.6;0.02;10;-0.8999999999999999;-0.005
2024-08-04;-12.591711135364665;11.620000000000001;0.02;10;-0.9050000000000002;-0.005
2024-08-05;-12.45440657964478;11.64;0.02;10;-0.9100000000000001;-0.005
2024-08-06;-12.584966534379532;11.66;0.02;10;-0.915;-0.005
2024-08-07;-12.571166496820116;11.68;0.02;10;-0.9199999999999999;-0.005
2024-08-08;-12.465032651622414;11.700000000000001;0.02;10;-0.9250000000000003;-0.005
2024-08-09;-12.540003033054893;11.72;0.02;10;-0.9300000000000002;-0.005
2024-08-10;-12.534719526231386;11.74;0.02;10;-0.935;-0.005
2024-08-11;-12.548531371974317;11.76;0.02;10;-0.94;-0.005
2024-08-12;-12.450305240852387;11.78;0.02;10;-0.9449999999999998;-0.005
2024-08-13;-12.417689207325058;11.8;0.02;10;-0.9500000000000002;-0.005
2024-08-14;-12.32407771623893;11.82;0.02;10;-0.9550000000000001;-0.005
2024-08-15;-12.318116148740224;11.84;0.02;10;-0.96;-0.005
2024-08-16;-12.423550417567975;11.86;0.02;10;-0.9649999999999999;-0.005
2024-08-17;-12.382757500643239;11.88;0.02;10;-0.9700000000000002;-0.005
2024-08-18;-12.326130983961324;11.9;0.02;10;-0.9750000000000001;-0.005
2024-08-19;-12.395106756565792;11.92;0.02;10;-0.98;-0.005
2024-08-20;-12.32314255987024;11.94;0.02;10;-0.9849999999999999;-0.005
2024-08-21;-12.29551768798754;11.96;0.02;10;-0.9900000000000002;-0.005
2024-08-22;-12.2464543126273;11.98;0.02;10;-0.9950000000000001;-0.005
2024-08-23;-12.29572285632068;12.0;0.02;10;-1.0;-0.005
2024-08-24;-12.197093965094979;12.02;0.02;10;-1.005;-0.005
2024-08-25;-12.243333748161294;12.040000000000001;0.02;10;-1.0100000000000002;-0.005
2024-08-26;-12.237275462874598;12.06;0.02;10;-1.0150000000000001;-0.005
2024-08-27;-12.080919093447914;12.08;0.02;10;-1.02;-0.005
2024-08-28;-12.139552630675661;12.1;0.02;10;-1.025;-0.005
2024-08-29;-12.178531682783603;12.120000000000001;0.02;10;-1.0300000000000002;-0.005
2024-08-30;-12.059233809341743;12.14;0.02;10;-1.0350000000000001;-0.005
2024-08-31;-12.097766874399532;12.16;0.02;10;-1.04;-0.005
2024-09-01;-12.080220521930459;12.18;0.02;10;-1.045;-0.005
2024-09-02;-12.093393846878122;12.200000000000001;0.02;10;-1.0500000000000003;-0.005
2024-09-03;-11.878160342412087;12.22;0.02;10;-1.0550000000000002;-0.005
2024-09-04;-11.8911168509014;12.24;0.02;10;-1.06;-0.005
2024-09-05;-11.980794370999845;12.26;0.02;10;-1.065;-0.005
2024-09-06;-11.908718398583117;12.280000000000001;0.02;10;-1.0700000000000003;-0.005
2024-09-07;-11.798237481540124;12.3;0.02;10;-1.0750000000000002;-0.005
2024-09-08;-11.774564373473304;12.32;0.02;10;-1.08;-0.005
2024-09-09;-11.760922533171481;12.34;0.02;10;-1.085;-0.005
2024-09-10;-11.745290832735776;12.36;0.02;10;-1.0899999999999999;-0.005
2024-09-11;-11.727114281499999;12.38;0.02;10;-1.0950000000000002;-0.005
2024-09-12;-11.758014784251792;12.4;0.02;10;-1.1;-0.005
2024-09-13;-11.689410776829284;12.42;0.02;10;-1.105;-0.005
2024-09-14;-11.71919873622318;12.44;0.02;10;-1.1099999999999999;-0.005
2024-09-15;-11.721657162829638;12.46;0.02;10;-1.1150000000000002;-0.005
2024-09-16;-11.636444258996029;12.48;0.02;10;-1.12;-0.005
2024-09-17;-11.569434396165402;12.5;0.02;10;-1.125;-0.005
2024-09-18;-11.500671684402889;12.52;0.02;10;-1.13;-0.005
2024-09-19;-11.60686778992603;12.540000000000001;0.02;10;-1.1350000000000002;-0.005
2024-09-20;-11.634471552898095;12.56;0.02;10;-1.1400000000000001;-0.005
2024-09-21;-11.557893150539257;12.58;0.02;10;-1.145;-0.005
2024-09-22;-11.423151517822976;12.6;0.02;10;-1.15;-0.005
2024-09-23;-11.391394921122213;12.620000000000001;0.02;10;-1.1550000000000002;-0.005
2024-09-24;-11.421736433454088;12.64;0.02;10;-1.1600000000000001;-0.005
2024-09-25;-11.362478188612275;12.66;0.02;10;-1.165;-0.005
2024-09-26;-11.344951540125091;12.68;0.02;10;-1.17;-0.005
2024-09-27;-11.217105021156367;12.700000000000001;0.02;10;-1.1750000000000003;-0.005
2024-09-28;-11.369266514171498;12.72;0.02;10;-1.1800000000000002;-0.005
2024-09-29;-11.279319527124072;12.74;0.02;10;-1.185;-0.005
2024-09-30;-11.222953751620993;12.76;0.02;10;-1.19;-0.005
2024-10-01;-11.182933330985968;12.780000000000001;0.02;10;-1.1950000000000003;-0.005
2024-10-02;-11.226035612544731;12.8;0.02;10;-1.2000000000000002;-0.005
2024-10-03;-11.132921739227797;12.82;0.02;10;-1.205;-0.005
2024-10-04;-11.114624411965675;12.84;0.02;10;-1.21;-0.005
2024-10-05;-11.123142147985316;12.86;0.02;10;-1.2149999999999999;-0.005
2024-10-06;-11.036592244239081;12.88;0.02;10;-1.2200000000000002;-0.005
2024-10-07;-11.030739977872027;12.9;0.02;10;-1.225;-0.005
2024-10-08;-10.94428310970828;12.92;0.02;10;-1.23;-0.005
2024-10-09;-10.990864437369389;12.94;0.02;10;-1.2349999999999999;-0.005
2024-10-10;-10.846140452569093;12.96;0.02;10;-1.2400000000000002;-0.005
2024-10-11;-10.879409287054195;12.98;0.02;10;-1.245;-0.005
2024-10-12;-10.783897176653502;13.0;0.02;10;-1.25;-0.005
2024-10-13;-10.79877192636949;13.02;0.02;10;-1.255;-0.005
2024-10-14;-10.759935063723583;13.040000000000001;0.02;10;-1.2600000000000002;-0.005
2024-10-15;-10.733020303862398;13.06;0.02;10;-1.2650000000000001;-0.005
2024-10-16;-10.759023175636337;13.08;0.02;10;-1.27;-0.005
2024-10-17;-10.66535499960692;13.1;0.02;10;-1.275;-0.005
2024-10-18;-10.653278022610028;13.120000000000001;0.02;10;-1.2800000000000002;-0.005
2024-10-19;-10.639266858640665;13.14;0.02;10;-1.2850000000000001;-0.005
2024-10-20;-10.745757883905096;13.16;0.02;10;-1.29;-0.005
2024-10-21;-10.647685367903636;13.18;0.02;10;-1.295;-0.005
2024-10-22;-10.628071664585557;13.200000000000001;0.02;10;-1.3000000000000003;-0.005
2024-10-23;-10.506601193774065;13.22;0.02;10;-1.3050000000000002;-0.005
2024-10-24;-10.472973830264854;13.24;0.02;10;-1.31;-0.005
2024-10-25;-10.499715992851709;13.26;0.02;10;-1.315;-0.005
2024-10-26;-10.533905100376678;13.280000000000001;0.02;10;-1.3200000000000003;-0.005
2024-10-27;-10.37012082341813;13.3;0.02;10;-1.3250000000000002;-0.005
2024-10-28;-10.367354215983948;13.32;0.02;10;-1.33;-0.005
2024-10-29;-10.449483475558782;13.34;0.02;10;-1.335;-0.005
2024-10-30;-10.393433551293493;13.36;0.02;10;-1.3399999999999999;-0.005
2024-10-31;-10.338033929759149;13.38;0.02;10;-1.3450000000000002;-0.005
2024-11-01;-10.311537306564322;13.4;0.02;10;-1.35;-0.005
2024-11-02;-10.487309391288424;13.42;0.02;10;-1.355;-0.005
2024-11-03;-10.34637688191032;13.44;0.02;10;-1.3599999999999999;-0.005
2024-11-04;-10.272638548202533;13.46;0.02;10;-1.3650000000000002;-0.005
2024-11-05;-10.256167498844079;13.48;0.02;10;-1.37;-0.005
2024-11-06;-10.212001977741098;13.5;0.02;10;-1.375;-0.005
2024-11-07;-10.20195098428028;13.52;0.02;10;-1.38;-0.005
2024-11-08;-10.300313963519807;13.540000000000001;0.02;10;-1.3850000000000002;-0.005
2024-11-09;-10.197318931335912;13.56;0.02;10;-1.3900000000000001;-0.005
2024-11-10;-10.139641534644472;13.58;0.02;10;-1.395;-0.005
2024-11-11;-10.103297579554765;13.6;0.02;10;-1.4;-0.005
2024-11-12;-10.095610545724146;13.620000000000001;0.02;10;-1.4050000000000002;-0.005
2024-11-13;-10.017292252072407;13.64;0.02;10;-1.4100000000000001;-0.005
2024-11-14;-10.04883622601719;13.66;0.02;10;-1.415;-0.005
2024-11-15;-9.896675832199842;13.68;0.02;10;-1.42;-0.005
2024-11-16;-9.969718310935225;13.700000000000001;0.02;10;-1.4250000000000003;-0.005
2024-11-17;-10.003062169756987;13.72;0.02;10;-1.4300000000000002;-0.005
2024-11-18;-9.959829743229923;13.74;0.02;10;-1.435;-0.005
2024-11-19;-9.864010705243238;13.76;0.02;10;-1.44;-0.005
2024-11-20;-9.93241249657917;13.780000000000001;0.02;10;-1.4450000000000003;-0.005
2024-11-21;-9.882589063223847;13.8;0.02;10;-1.4500000000000002;-0.005
2024-11-22;-9.896992285862222;13.82;0.02;10;-1.455;-0.005
2024-11-23;-9.829054682167467;13.84;0.02;10;-1.46;-0.005
2024-11-24;-9.85067435998481;13.86;0.02;10;-1.4649999999999999;-0.005
2024-11-25;-9.819235540501316;13.88;0.02;10;-1.4700000000000002;-0.005
2024-11-26;-9.750953904525607;13.9;0.02;10;-1.475;-0.005
2024-11-27;-9.777007653367319;13.92;0.02;10;-1.48;-0.005
2024-11-28;-9.791690535008684;13.94;0.02;10;-1.4849999999999999;-0.005
2024-11-29;-9.822241665877758;13.96;0.02;10;-1.4900000000000002;-0.005
2024-11-30;-9.813279654643274;13.98;0.02;10;-1.495;-0.005
2024-12-01;-9.827590880967461;14.0;0.02;10;-1.5;-0.005
2024-12-02;-9.751615328672717;14.02;0.02;10;-1.505;-0.005
2024-12-03;-9.728421407929746;14.040000000000001;0.02;10;-1.5100000000000002;-0.005
2024-12-04;-9.726041773677638;14.06;0.02;10;-1.5150000000000001;-0.005
2024-12-05;-9.751112759608535;14.08;0.02;10;-1.52;-0.005
2024-12-06;-9.7063917941219;14.1;0.02;10;-1.525;-0.005
2024-12-07;-9.666198023892285;14.120000000000001;0.02;10;-1.5300000000000002;-0.005
2024-12-08;-9.652608943399365;14.14;0.02;10;-1.5350000000000001;-0.005
2024-12-09;-9.727072030484774;14.16;0.02;10;-1.54;-0.005
2024-12-10;-9.68089931779361;14.18;0.02;10;-1.545;-0.005
2024-12-11;-9.656981175452179;14.200000000000001;0.02;10;-1.5500000000000003;-0.005
2024-12-12;-9.689734918229115;14.22;0.02;10;-1.5550000000000002;-0.005
2024-12-13;-9.567449783099464;14.24;0.02;10;-1.56;-0.005
2024-12-14;-9.65042010707653;14.26;0.02;10;-1.565;-0.005
2024-12-15;-9.63974059088377;14.280000000000001;0.02;10;-1.5700000000000003;-0.005
2024-12-16;-9.609783849952205;14.3;0.02;10;-1.5750000000000002;-0.005
2024-12-17;-9.605748155654053;14.32;0.02;10;-1.58;-0.005
2024-12-18;-9.60042562310937;14.34;0.02;10;-1.585;-0.005
2024-12-19;-9.718352331607992;14.36;0.02;10;-1.5899999999999999;-0.005
