LTd_history,MP_history,anm_type,p_anm
"[-0.0001612033859787401, -0.0001527426890628286, -0.00014227968346094345, -0.0001326937481492475, -0.00010833155472815559, -0.00012099500621860184, -2.4353686951911773e-05, 2.75840582883664e-05, 5.83152367994428e-05]","[3.196813604538845, 3.311800108762718, 3.3091731793874826, 3.336976883185315, 3.013428687584793, 2.740538758607314, 2.823727397253767, 3.021094506271121, 0.0]",0,0.0
"[-0.00017355163690101606, -0.0001612033859787401, -0.0001527426890628286, -0.00014349747871914419, -0.0001174488764375715, -0.00012741120842039375, -2.2036288466135473e-05, 2.2534501375344004e-05, 6.074557470942949e-05]","[3.0919885571753127, 3.196813604538845, 3.311800108762718, 3.3105397866967072, 3.1953449979558517, 2.7716723688214633, 2.83071258601665, 2.991018722159301, 0.0]",0,0.0
"[-0.00018724437047400495, -0.00017355163690101606, -0.0001612033859787401, -0.00014227968346094345, -0.00012968974914632147, -0.00011458090426821755, -2.4492448636375217e-05, 2.126517592774559e-05, 7.14391731322569e-05]","[3.1817797206306713, 3.0919885571753127, 3.196813604538845, 3.3091731793874826, 3.3070847706613526, 2.780178412515328, 2.7925581409152542, 2.9955770177412333, 0.0]",0,0.0
"[-0.0001913336767682035, -0.00018724437047400495, -0.00017355163690101606, -0.0001527426890628286, -0.00013773397559114342, -0.00010945925920289307, -1.3238517522769474e-05, 1.9959157601251094e-05, 7.225699340220602e-05]","[3.290745359564782, 3.1817797206306713, 3.0919885571753127, 3.311800108762718, 3.3288091704028933, 2.7794495456229313, 2.805506264018906, 2.99918506393864, 0.0]",0,0.0
"[-0.00020246162181966805, -0.0001913336767682035, -0.00018724437047400495, -0.0001612033859787401, -0.0001326937481492475, -0.00010739470987915075, -1.0314647398438653e-05, 2.7187507221199547e-05, 7.788361686369837e-05]","[3.3818903077318954, 3.290745359564782, 3.1817797206306713, 3.196813604538845, 3.336976883185315, 2.804919417696607, 2.793540838519643, 2.997371039178974, 0.0]",0,0.0
"[-0.00020590185756376152, -0.00020246162181966805, -0.0001913336767682035, -0.00017355163690101606, -0.00014349747871914419, -0.00010398732684501204, -1.9115733610785915e-05, 3.518553156002049e-05, 9.298665044092761e-05]","[3.37326723067443, 3.3818903077318954, 3.290745359564782, 3.0919885571753127, 3.3105397866967072, 2.801794620920519, 2.804685374983528, 3.0122208044677947, 0.0]",0,0.0
"[-0.00021217761585313932, -0.00020590185756376152, -0.00020246162181966805, -0.00018724437047400495, -0.00014227968346094345, -9.842034520507742e-05, -2.6302330065024655e-05, 4.2147607280275845e-05, 9.564625068375239e-05]","[3.268863839874328, 3.37326723067443, 3.3818903077318954, 3.1817797206306713, 3.3091731793874826, 2.788414631851312, 2.725786183871312, 2.741990516115967, 0.0]",0,0.0
"[-0.0002115023364477797, -0.00021217761585313932, -0.00020590185756376152, -0.0001913336767682035, -0.0001527426890628286, -9.59708234283581e-05, -3.669756864587523e-05, 4.808556717942455e-05, 9.643925887100859e-05]","[3.2902939221136935, 3.268863839874328, 3.37326723067443, 3.290745359564782, 3.311800108762718, 2.7846475842668323, 2.761173780595749, 2.453310239766804, 0.0]",0,0.0
"[-0.00021666409019405403, -0.0002115023364477797, -0.00021217761585313932, -0.00020246162181966805, -0.0001612033859787401, -0.00010833155472815559, -5.4125877299197116e-05, 5.454724242497766e-05, 9.726026607442402e-05]","[3.2927393114153016, 3.2902939221136935, 3.268863839874328, 3.3818903077318954, 3.196813604538845, 3.013428687584793, 2.8232828990246865, 2.420048263323445, 0.0]",0,0.0
"[-0.00022512828300958056, -0.00021666409019405403, -0.0002115023364477797, -0.00020590185756376152, -0.00017355163690101606, -0.0001174488764375715, -6.267561078473258e-05, 4.458444960616992e-05, 9.332278309819302e-05]","[3.286314963810604, 3.2927393114153016, 3.2902939221136935, 3.37326723067443, 3.0919885571753127, 3.1953449979558517, 2.83100199541096, 2.4629326619446155, 0.0]",0,0.0
"[-0.0002390849577172623, -0.00022512828300958056, -0.00021666409019405403, -0.00021217761585313932, -0.00018724437047400495, -0.00012968974914632147, -6.649904373825458e-05, 3.959689282121837e-05, 9.017419030855815e-05]","[3.256069631884823, 3.286314963810604, 3.2927393114153016, 3.268863839874328, 3.1817797206306713, 3.3070847706613526, 2.8071541247188145, 2.4632111923143216, 0.0]",0,0.0
"[-0.0002465460073108164, -0.0002390849577172623, -0.00022512828300958056, -0.0002115023364477797, -0.0001913336767682035, -0.00013773397559114342, -7.22013956758716e-05, 2.8060656911815288e-05, 8.13679939215689e-05]","[3.2561198923965726, 3.256069631884823, 3.286314963810604, 3.2902939221136935, 3.290745359564782, 3.3288091704028933, 2.8142971935865146, 2.443255540062524, 0.0]",0,0.0
"[-0.0002573844994450478, -0.0002465460073108164, -0.0002390849577172623, -0.00021666409019405403, -0.00020246162181966805, -0.0001326937481492475, -7.522220813293468e-05, 1.2840871026443691e-05, 8.534394353824687e-05]","[3.244583207692553, 3.2561198923965726, 3.256069631884823, 3.2927393114153016, 3.3818903077318954, 3.336976883185315, 2.803507613399807, 2.5919917494249063, 0.0]",0,0.0
"[-0.00026217395230945697, -0.0002573844994450478, -0.0002465460073108164, -0.00022512828300958056, -0.00020590185756376152, -0.00014349747871914419, -9.161898837204036e-05, 2.2557171300402785e-07, 8.665234099482876e-05]","[3.237629311583682, 3.244583207692553, 3.2561198923965726, 3.286314963810604, 3.37326723067443, 3.3105397866967072, 2.8179400492338407, 2.7279723203820945, 0.0]",0,0.0
"[-0.000262571761528316, -0.00026217395230945697, -0.0002573844994450478, -0.0002390849577172623, -0.00021217761585313932, -0.00014227968346094345, -0.00010502789431861664, -1.0131009974174674e-06, 9.168486582807803e-05]","[3.1990220679959727, 3.237629311583682, 3.244583207692553, 3.256069631884823, 3.268863839874328, 3.3091731793874826, 2.772097242066503, 2.721912803485388, 0.0]",0,0.0
"[-0.00025845696731379656, -0.000262571761528316, -0.00026217395230945697, -0.0002465460073108164, -0.0002115023364477797, -0.0001527426890628286, -0.00011441111888016724, 4.724914336635895e-06, 9.355936532753434e-05]","[3.16799098282533, 3.1990220679959727, 3.237629311583682, 3.2561198923965726, 3.2902939221136935, 3.311800108762718, 2.7429305560904838, 2.721527774013589, 0.0]",0,0.0
"[-0.0002501400994608793, -0.00025845696731379656, -0.000262571761528316, -0.0002573844994450478, -0.00021666409019405403, -0.0001612033859787401, -0.00012099500621860184, 4.615787640063048e-06, 9.651251704052674e-05]","[3.173143409184253, 3.16799098282533, 3.1990220679959727, 3.244583207692553, 3.2927393114153016, 3.196813604538845, 2.740538758607314, 2.6451185309131287, 0.0]",0,0.0
"[-0.00024397601377758907, -0.0002501400994608793, -0.00025845696731379656, -0.00026217395230945697, -0.00022512828300958056, -0.00017355163690101606, -0.00012741120842039375, 1.2177282760177795e-06, 8.75270088356537e-05]","[3.190816080608739, 3.173143409184253, 3.16799098282533, 3.237629311583682, 3.286314963810604, 3.0919885571753127, 2.7716723688214633, 2.660560503838383, 0.0]",0,0.0
"[-0.00023965222619301953, -0.00024397601377758907, -0.0002501400994608793, -0.000262571761528316, -0.0002390849577172623, -0.00018724437047400495, -0.00011458090426821755, -1.6389394325016973e-05, 7.23738008955742e-05]","[3.1776750103398124, 3.190816080608739, 3.173143409184253, 3.1990220679959727, 3.256069631884823, 3.1817797206306713, 2.780178412515328, 2.7968955562574185, 0.0]",0,0.0
"[-0.0002472232272339856, -0.00023965222619301953, -0.00024397601377758907, -0.00025845696731379656, -0.0002465460073108164, -0.0001913336767682035, -0.00010945925920289307, -2.6792581829918026e-05, 5.427901629084229e-05]","[3.175379136627418, 3.1776750103398124, 3.190816080608739, 3.16799098282533, 3.2561198923965726, 3.290745359564782, 2.7794495456229313, 2.811888166100929, 0.0]",0,0.0
"[-0.00025613421929445226, -0.0002472232272339856, -0.00023965222619301953, -0.0002501400994608793, -0.0002573844994450478, -0.00020246162181966805, -0.00010739470987915075, -3.236825371143607e-05, 5.0026040739736785e-05]","[3.2096788918150074, 3.175379136627418, 3.1776750103398124, 3.173143409184253, 3.244583207692553, 3.3818903077318954, 2.804919417696607, 2.787248921462045, 0.0]",1,0.06999804793170054
"[-0.0002605113805628095, -0.00025613421929445226, -0.0002472232272339856, -0.00024397601377758907, -0.00026217395230945697, -0.00020590185756376152, -0.00010398732684501204, -3.514855057942893e-05, 5.1111692358107944e-05]","[3.2041306947703165, 3.2096788918150074, 3.175379136627418, 3.190816080608739, 3.237629311583682, 3.37326723067443, 2.801794620920519, 2.765137835695011, 0.0]",1,0.06128208170458844
"[-0.00026365176126357664, -0.0002605113805628095, -0.00025613421929445226, -0.00023965222619301953, -0.000262571761528316, -0.00021217761585313932, -9.842034520507742e-05, -3.858979225986009e-05, 5.228836978607751e-05]","[3.2049574694150156, 3.2041306947703165, 3.2096788918150074, 3.1776750103398124, 3.1990220679959727, 3.268863839874328, 2.788414631851312, 2.800980984368789, 0.0]",1,0.04510400983128368
"[-0.0002617108954156537, -0.00026365176126357664, -0.0002605113805628095, -0.0002472232272339856, -0.00025845696731379656, -0.0002115023364477797, -9.59708234283581e-05, -4.3651509953111456e-05, 5.312264840183137e-05]","[3.2048697855711255, 3.2049574694150156, 3.2041306947703165, 3.175379136627418, 3.16799098282533, 3.2902939221136935, 2.7846475842668323, 2.808430287963046, 0.0]",1,0.03748477020025309
"[-0.00025348176480659713, -0.0002617108954156537, -0.00026365176126357664, -0.00025613421929445226, -0.0002501400994608793, -0.00021666409019405403, -0.00010833155472815559, -4.628446712704763e-05, 5.598873868712122e-05]","[3.222186881573879, 3.2048697855711255, 3.2049574694150156, 3.2096788918150074, 3.173143409184253, 3.2927393114153016, 3.013428687584793, 2.8119997941812533, 0.0]",1,0.038706168959912385
"[-0.0002453925612740068, -0.00025348176480659713, -0.0002617108954156537, -0.0002605113805628095, -0.00024397601377758907, -0.00022512828300958056, -0.0001174488764375715, -4.250626472885053e-05, 6.184057361027304e-05]","[3.3030927608621337, 3.222186881573879, 3.2048697855711255, 3.2041306947703165, 3.190816080608739, 3.286314963810604, 3.1953449979558517, 2.8023701596712574, 0.0]",1,0.04978667938103332
"[-0.0002427982491855328, -0.0002453925612740068, -0.00025348176480659713, -0.00026365176126357664, -0.00023965222619301953, -0.0002390849577172623, -0.00012968974914632147, -3.943537687947815e-05, 6.246209620170826e-05]","[3.2162065629067165, 3.3030927608621337, 3.222186881573879, 3.2049574694150156, 3.1776750103398124, 3.256069631884823, 3.3070847706613526, 2.82657035140524, 0.0]",1,0.036740642749117605
"[-0.00024811092116084016, -0.0002427982491855328, -0.0002453925612740068, -0.0002617108954156537, -0.0002472232272339856, -0.0002465460073108164, -0.00013773397559114342, -3.828408209920139e-05, 6.837082461939055e-05]","[3.190631401520335, 3.2162065629067165, 3.3030927608621337, 3.2048697855711255, 3.175379136627418, 3.2561198923965726, 3.3288091704028933, 2.8410138766538773, 0.0]",1,0.04063540819082463
"[-0.0002426953557527071, -0.00024811092116084016, -0.0002427982491855328, -0.00025348176480659713, -0.00025613421929445226, -0.0002573844994450478, -0.0001326937481492475, -3.365336891150372e-05, 7.515207303712178e-05]","[3.105765842383911, 3.190631401520335, 3.2162065629067165, 3.222186881573879, 3.2096788918150074, 3.244583207692553, 3.336976883185315, 2.8150285303718148, 0.0]",1,0.04303392468348203
"[-0.00024298127714318828, -0.0002426953557527071, -0.00024811092116084016, -0.0002453925612740068, -0.0002605113805628095, -0.00026217395230945697, -0.00014349747871914419, -3.62415713253332e-05, 8.362726256148253e-05]","[3.0339045190040257, 3.105765842383911, 3.190631401520335, 3.3030927608621337, 3.2041306947703165, 3.237629311583682, 3.3105397866967072, 2.8097396528498555, 0.0]",1,0.05457932958058819
"[-0.0002445379249420665, -0.00024298127714318828, -0.0002426953557527071, -0.0002427982491855328, -0.00026365176126357664, -0.000262571761528316, -0.00014227968346094345, -3.64298634110359e-05, 9.431076156444026e-05]","[3.059805552651232, 3.0339045190040257, 3.105765842383911, 3.2162065629067165, 3.2049574694150156, 3.1990220679959727, 3.3091731793874826, 2.842246003605111, 0.0]",1,0.039240803515498864
"[-0.00025099832819679385, -0.0002445379249420665, -0.00024298127714318828, -0.00024811092116084016, -0.0002617108954156537, -0.00025845696731379656, -0.0001527426890628286, -3.250769466836621e-05, 9.721055940172808e-05]","[3.0536588575212815, 3.059805552651232, 3.0339045190040257, 3.190631401520335, 3.2048697855711255, 3.16799098282533, 3.311800108762718, 2.8589926927347142, 0.0]",1,0.03134240997859339
"[-0.00024574071976283266, -0.00025099832819679385, -0.0002445379249420665, -0.0002426953557527071, -0.00025348176480659713, -0.0002501400994608793, -0.0001612033859787401, -2.4353686951911773e-05, 9.675071999318137e-05]","[3.046532333431012, 3.0536588575212815, 3.059805552651232, 3.105765842383911, 3.222186881573879, 3.173143409184253, 3.196813604538845, 2.823727397253767, 0.0]",1,0.02141623579355501
"[-0.0002380034144068885, -0.00024574071976283266, -0.00025099832819679385, -0.00024298127714318828, -0.0002453925612740068, -0.00024397601377758907, -0.00017355163690101606, -2.2036288466135473e-05, 9.266751172370456e-05]","[3.1092220644717323, 3.046532333431012, 3.0536588575212815, 3.0339045190040257, 3.3030927608621337, 3.190816080608739, 3.0919885571753127, 2.83071258601665, 0.0]",1,0.01895441658382356
"[-0.0002250636139228831, -0.0002380034144068885, -0.00024574071976283266, -0.0002445379249420665, -0.0002427982491855328, -0.00023965222619301953, -0.00018724437047400495, -2.4492448636375217e-05, 9.90323956269321e-05]","[3.164697768062324, 3.1092220644717323, 3.046532333431012, 3.059805552651232, 3.2162065629067165, 3.1776750103398124, 3.1817797206306713, 2.7925581409152542, 0.0]",1,0.014137211415430395
"[-0.00021592702158824945, -0.0002250636139228831, -0.0002380034144068885, -0.00025099832819679385, -0.00024811092116084016, -0.0002472232272339856, -0.0001913336767682035, -1.3238517522769474e-05, 9.656553992383907e-05]","[3.165734443662275, 3.164697768062324, 3.1092220644717323, 3.0536588575212815, 3.190631401520335, 3.175379136627418, 3.290745359564782, 2.805506264018906, 0.0]",1,0.009836029055066847
"[-0.00020377224091978194, -0.00021592702158824945, -0.0002250636139228831, -0.00024574071976283266, -0.0002426953557527071, -0.00025613421929445226, -0.00020246162181966805, -1.0314647398438653e-05, 9.533532332177556e-05]","[3.169358042047319, 3.165734443662275, 3.164697768062324, 3.046532333431012, 3.105765842383911, 3.2096788918150074, 3.3818903077318954, 2.793540838519643, 0.0]",1,0.008266876787372228
"[-0.00018758593087837833, -0.00020377224091978194, -0.00021592702158824945, -0.0002380034144068885, -0.00024298127714318828, -0.0002605113805628095, -0.00020590185756376152, -1.9115733610785915e-05, 9.330899980224449e-05]","[3.1430787192612635, 3.169358042047319, 3.165734443662275, 3.1092220644717323, 3.0339045190040257, 3.2041306947703165, 3.37326723067443, 2.804685374983528, 0.0]",1,0.00839493861593874
"[-0.00017447811639741305, -0.00018758593087837833, -0.00020377224091978194, -0.0002250636139228831, -0.0002445379249420665, -0.00026365176126357664, -0.00021217761585313932, -2.6302330065024655e-05, 8.743449956969047e-05]","[3.152942085549225, 3.1430787192612635, 3.169358042047319, 3.164697768062324, 3.059805552651232, 3.2049574694150156, 3.268863839874328, 2.725786183871312, 0.0]",1,0.008150552940246138
"[-0.00016891832451173657, -0.00017447811639741305, -0.00018758593087837833, -0.00021592702158824945, -0.00025099832819679385, -0.0002617108954156537, -0.0002115023364477797, -3.669756864587523e-05, 8.094696980300107e-05]","[3.138096010604607, 3.152942085549225, 3.1430787192612635, 3.165734443662275, 3.0536588575212815, 3.2048697855711255, 3.2902939221136935, 2.761173780595749, 0.0]",1,0.00714022512898335
"[-0.00016542162719351505, -0.00016891832451173657, -0.00017447811639741305, -0.00020377224091978194, -0.00024574071976283266, -0.00025348176480659713, -0.00021666409019405403, -5.4125877299197116e-05, 8.434436822325472e-05]","[3.106840709388455, 3.138096010604607, 3.152942085549225, 3.169358042047319, 3.046532333431012, 3.222186881573879, 3.2927393114153016, 2.8232828990246865, 0.0]",1,0.005806105741282055
"[-0.0001592611354331836, -0.00016542162719351505, -0.00016891832451173657, -0.00018758593087837833, -0.0002380034144068885, -0.0002453925612740068, -0.00022512828300958056, -6.267561078473258e-05, 8.624684560799064e-05]","[3.0906273659931367, 3.106840709388455, 3.138096010604607, 3.1430787192612635, 3.1092220644717323, 3.3030927608621337, 3.286314963810604, 2.83100199541096, 0.0]",1,0.004819040372662744
"[-0.00014887486860524544, -0.0001592611354331836, -0.00016542162719351505, -0.00017447811639741305, -0.0002250636139228831, -0.0002427982491855328, -0.0002390849577172623, -6.649904373825458e-05, 7.81458597176012e-05]","[3.094441748641536, 3.0906273659931367, 3.106840709388455, 3.152942085549225, 3.164697768062324, 3.2162065629067165, 3.256069631884823, 2.8071541247188145, 3.3624207514775764]",1,0.004236775958310653
"[-0.00013659116077334086, -0.00014887486860524544, -0.0001592611354331836, -0.00016891832451173657, -0.00021592702158824945, -0.00024811092116084016, -0.0002465460073108164, -7.22013956758716e-05, 7.602077102030204e-05]","[3.0906289047707323, 3.094441748641536, 3.0906273659931367, 3.138096010604607, 3.165734443662275, 3.190631401520335, 3.2561198923965726, 2.8142971935865146, 3.3631031768964377]",1,0.0038300463215796385
"[-0.000125202288044748, -0.00013659116077334086, -0.00014887486860524544, -0.00016542162719351505, -0.00020377224091978194, -0.0002426953557527071, -0.0002573844994450478, -7.522220813293468e-05, 8.120676046571734e-05]","[3.0737232152431773, 3.0906289047707323, 3.094441748641536, 3.106840709388455, 3.169358042047319, 3.105765842383911, 3.244583207692553, 2.803507613399807, 3.397416069442536]",1,0.0035354818814771227
"[-0.00011524531520399158, -0.000125202288044748, -0.00013659116077334086, -0.0001592611354331836, -0.00018758593087837833, -0.00024298127714318828, -0.00026217395230945697, -9.161898837204036e-05, 7.91563793597196e-05]","[3.065826514742013, 3.0737232152431773, 3.0906289047707323, 3.0906273659931367, 3.1430787192612635, 3.0339045190040257, 3.237629311583682, 2.8179400492338407, 3.3960540033138424]",1,0.003606824444014503
"[-0.0001067656738267189, -0.00011524531520399158, -0.000125202288044748, -0.00014887486860524544, -0.00017447811639741305, -0.0002445379249420665, -0.000262571761528316, -0.00010502789431861664, 8.146417190036122e-05]","[3.069164886464811, 3.065826514742013, 3.0737232152431773, 3.094441748641536, 3.152942085549225, 3.059805552651232, 3.1990220679959727, 2.772097242066503, 3.4175856650358636]",1,0.00363568741415036
"[-0.00010418063298579182, -0.0001067656738267189, -0.00011524531520399158, -0.00013659116077334086, -0.00016891832451173657, -0.00025099832819679385, -0.00025845696731379656, -0.00011441111888016724, 8.529969257421634e-05]","[3.0708352462830493, 3.069164886464811, 3.065826514742013, 3.0906289047707323, 3.138096010604607, 3.0536588575212815, 3.16799098282533, 2.7429305560904838, 3.4042299500980344]",1,0.0037522245532890437
"[-0.0001035460634294336, -0.00010418063298579182, -0.0001067656738267189, -0.000125202288044748, -0.00016542162719351505, -0.00024574071976283266, -0.0002501400994608793, -0.00012099500621860184, 8.551061754910705e-05]","[3.070877344759239, 3.0708352462830493, 3.069164886464811, 3.0737232152431773, 3.106840709388455, 3.046532333431012, 3.173143409184253, 2.740538758607314, 3.4126770964534265]",1,0.003472815440399647
"[-0.00010504545220268436, -0.0001035460634294336, -0.00010418063298579182, -0.00011524531520399158, -0.0001592611354331836, -0.0002380034144068885, -0.00024397601377758907, -0.00012741120842039375, 8.041776083227554e-05]","[3.0287574564382758, 3.070877344759239, 3.0708352462830493, 3.065826514742013, 3.0906273659931367, 3.1092220644717323, 3.190816080608739, 2.7716723688214633, 3.3434678505355375]",1,0.0032687584018890213
"[-0.00010143616577880298, -0.00010504545220268436, -0.0001035460634294336, -0.0001067656738267189, -0.00014887486860524544, -0.0002250636139228831, -0.00023965222619301953, -0.00011458090426821755, 6.712144448650222e-05]","[3.018201251386572, 3.0287574564382758, 3.070877344759239, 3.069164886464811, 3.094441748641536, 3.164697768062324, 3.1776750103398124, 2.780178412515328, 3.223659655674804]",1,0.0027516310980184935
"[-9.644348698164639e-05, -0.00010143616577880298, -0.00010504545220268436, -0.00010418063298579182, -0.00013659116077334086, -0.00021592702158824945, -0.0002472232272339856, -0.00010945925920289307, 6.516189010314022e-05]","[2.905918834719598, 3.018201251386572, 3.0287574564382758, 3.0708352462830493, 3.0906289047707323, 3.165734443662275, 3.175379136627418, 2.7794495456229313, 3.173712781807471]",1,0.002537422230302079
"[-8.369606760144569e-05, -9.644348698164639e-05, -0.00010143616577880298, -0.0001035460634294336, -0.000125202288044748, -0.00020377224091978194, -0.00025613421929445226, -0.00010739470987915075, 6.171629161698129e-05]","[2.742396600054413, 2.905918834719598, 3.018201251386572, 3.070877344759239, 3.0737232152431773, 3.169358042047319, 3.2096788918150074, 2.804919417696607, 3.185825424842976]",1,0.002622138621475548
"[-7.179223841686586e-05, -8.369606760144569e-05, -9.644348698164639e-05, -0.00010504545220268436, -0.00011524531520399158, -0.00018758593087837833, -0.0002605113805628095, -0.00010398732684501204, 6.155076669101126e-05]","[2.5752046330984157, 2.742396600054413, 2.905918834719598, 3.0287574564382758, 3.065826514742013, 3.1430787192612635, 3.2041306947703165, 2.801794620920519, 3.1735591638121736]",1,0.0025313688419750487
"[-6.8791137709334e-05, -7.179223841686586e-05, -8.369606760144569e-05, -0.00010143616577880298, -0.0001067656738267189, -0.00017447811639741305, -0.00026365176126357664, -9.842034520507742e-05, 5.063061417460897e-05]","[2.4789076680271296, 2.5752046330984157, 2.742396600054413, 3.018201251386572, 3.069164886464811, 3.152942085549225, 3.2049574694150156, 2.788414631851312, 3.186053587096822]",1,0.0025392316553935197
"[-6.467306249048786e-05, -6.8791137709334e-05, -7.179223841686586e-05, -9.644348698164639e-05, -0.00010418063298579182, -0.00016891832451173657, -0.0002617108954156537, -9.59708234283581e-05, 5.558581133032243e-05]","[2.506581292893536, 2.4789076680271296, 2.5752046330984157, 2.905918834719598, 3.0708352462830493, 3.138096010604607, 3.2048697855711255, 2.7846475842668323, 3.2209881637577977]",1,0.0027527658511692908
"[-6.323751892575707e-05, -6.467306249048786e-05, -6.8791137709334e-05, -8.369606760144569e-05, -0.0001035460634294336, -0.00016542162719351505, -0.00025348176480659713, -0.00010833155472815559, 4.335687268618075e-05]","[2.4796376007097845, 2.506581292893536, 2.4789076680271296, 2.742396600054413, 3.070877344759239, 3.106840709388455, 3.222186881573879, 3.013428687584793, 3.1692738439592008]",1,0.0028964655682314757
"[-6.951669241858192e-05, -6.323751892575707e-05, -6.467306249048786e-05, -7.179223841686586e-05, -0.00010504545220268436, -0.0001592611354331836, -0.0002453925612740068, -0.0001174488764375715, 4.292537887933372e-05]","[2.5406622915075983, 2.4796376007097845, 2.506581292893536, 2.5752046330984157, 3.0287574564382758, 3.0906273659931367, 3.3030927608621337, 3.1953449979558517, 3.045189188100471]",1,0.002915487710286869
"[-7.56939432406237e-05, -6.951669241858192e-05, -6.323751892575707e-05, -6.8791137709334e-05, -0.00010143616577880298, -0.00014887486860524544, -0.0002427982491855328, -0.00012968974914632147, 2.7784013842149327e-05]","[2.5438134754599484, 2.5406622915075983, 2.4796376007097845, 2.4789076680271296, 3.018201251386572, 3.094441748641536, 3.2162065629067165, 3.3070847706613526, 3.0754023016118217]",1,0.002993328151839514
"[-7.847195793729942e-05, -7.56939432406237e-05, -6.951669241858192e-05, -6.467306249048786e-05, -9.644348698164639e-05, -0.00013659116077334086, -0.00024811092116084016, -0.00013773397559114342, 2.0399545304335255e-05]","[2.476368791014577, 2.5438134754599484, 2.5406622915075983, 2.506581292893536, 2.905918834719598, 3.0906289047707323, 3.190631401520335, 3.3288091704028933, 3.0863909905224562]",1,0.002642086716838116
"[-8.137574935358935e-05, -7.847195793729942e-05, -7.56939432406237e-05, -6.323751892575707e-05, -8.369606760144569e-05, -0.000125202288044748, -0.0002426953557527071, -0.0001326937481492475, 1.778473055709768e-05]","[2.4411651564542804, 2.476368791014577, 2.5438134754599484, 2.4796376007097845, 2.742396600054413, 3.0737232152431773, 3.105765842383911, 3.336976883185315, 3.059128638023916]",1,0.0026347475217795807
"[-7.376723861711932e-05, -8.137574935358935e-05, -7.847195793729942e-05, -6.951669241858192e-05, -7.179223841686586e-05, -0.00011524531520399158, -0.00024298127714318828, -0.00014349747871914419, 2.0481123594641638e-05]","[2.4621104674678143, 2.4411651564542804, 2.476368791014577, 2.5406622915075983, 2.5752046330984157, 3.065826514742013, 3.0339045190040257, 3.3105397866967072, 3.055928428052925]",1,0.002441423947515846
"[-7.010483027595608e-05, -7.376723861711932e-05, -8.137574935358935e-05, -7.56939432406237e-05, -6.8791137709334e-05, -0.0001067656738267189, -0.0002445379249420665, -0.00014227968346094345, 2.3775128118445786e-05]","[2.472953526946056, 2.4621104674678143, 2.4411651564542804, 2.5438134754599484, 2.4789076680271296, 3.069164886464811, 3.059805552651232, 3.3091731793874826, 3.045528003114274]",1,0.0023326084284207016
"[-6.230505927635441e-05, -7.010483027595608e-05, -7.376723861711932e-05, -7.847195793729942e-05, -6.467306249048786e-05, -0.00010418063298579182, -0.00025099832819679385, -0.0001527426890628286, 2.2581442283441627e-05]","[2.5331386526733555, 2.472953526946056, 2.4621104674678143, 2.476368791014577, 2.506581292893536, 3.0708352462830493, 3.0536588575212815, 3.311800108762718, 3.0332277287295435]",1,0.002363535578621583
"[-5.4504798535052825e-05, -6.230505927635441e-05, -7.010483027595608e-05, -8.137574935358935e-05, -6.323751892575707e-05, -0.0001035460634294336, -0.00024574071976283266, -0.0001612033859787401, 2.75840582883664e-05]","[2.515131516554155, 2.5331386526733555, 2.472953526946056, 2.4411651564542804, 2.4796376007097845, 3.070877344759239, 3.046532333431012, 3.196813604538845, 3.021094506271121]",1,0.0027140389028137385
"[-5.224751125827403e-05, -5.4504798535052825e-05, -6.230505927635441e-05, -7.376723861711932e-05, -6.951669241858192e-05, -0.00010504545220268436, -0.0002380034144068885, -0.00017355163690101606, 2.2534501375344004e-05]","[2.517144888068959, 2.515131516554155, 2.5331386526733555, 2.4621104674678143, 2.5406622915075983, 3.0287574564382758, 3.1092220644717323, 3.0919885571753127, 2.991018722159301]",1,0.0027011466006906524
"[-6.491393770353699e-05, -5.224751125827403e-05, -5.4504798535052825e-05, -7.010483027595608e-05, -7.56939432406237e-05, -0.00010143616577880298, -0.0002250636139228831, -0.00018724437047400495, 2.126517592774559e-05]","[2.532734135580793, 2.517144888068959, 2.515131516554155, 2.472953526946056, 2.5438134754599484, 3.018201251386572, 3.164697768062324, 3.1817797206306713, 2.9955770177412333]",1,0.0027799343655921143
"[-6.853859271644204e-05, -6.491393770353699e-05, -5.224751125827403e-05, -6.230505927635441e-05, -7.847195793729942e-05, -9.644348698164639e-05, -0.00021592702158824945, -0.0001913336767682035, 1.9959157601251094e-05]","[2.55027406055297, 2.532734135580793, 2.517144888068959, 2.5331386526733555, 2.476368791014577, 2.905918834719598, 3.165734443662275, 3.290745359564782, 2.99918506393864]",1,0.0026749317037928055
"[-7.215444182059397e-05, -6.853859271644204e-05, -6.491393770353699e-05, -5.4504798535052825e-05, -8.137574935358935e-05, -8.369606760144569e-05, -0.00020377224091978194, -0.00020246162181966805, 2.7187507221199547e-05]","[2.5382049632766646, 2.55027406055297, 2.532734135580793, 2.515131516554155, 2.4411651564542804, 2.742396600054413, 3.169358042047319, 3.3818903077318954, 2.997371039178974]",1,0.002584819560019304
"[-7.058980560583516e-05, -7.215444182059397e-05, -6.853859271644204e-05, -5.224751125827403e-05, -7.376723861711932e-05, -7.179223841686586e-05, -0.00018758593087837833, -0.00020590185756376152, 3.518553156002049e-05]","[2.4716052389085585, 2.5382049632766646, 2.55027406055297, 2.517144888068959, 2.4621104674678143, 2.5752046330984157, 3.1430787192612635, 3.37326723067443, 3.0122208044677947]",1,0.002379535911517795
