LTd_history,itv_LT,itv_LL,anm_develop_time,p_anm,anm_type
"[7.529793133293536e-06, 7.452262988829133e-06, 8.15501022173525e-06, 9.24303465715161e-06, 9.40158753572536e-06, 1.0964274121636255e-05, 1.2046363611117869e-05, 1.34800901424422e-05]",0.0,0.02625008127478734,138.0,0.001990081957155731,LL
"[6.620380422208914e-06, 7.529793133293536e-06, 7.452262988829133e-06, 8.819531637445973e-06, 8.580689573017366e-06, 1.080326186469878e-05, 1.457230280707297e-05, 1.2493891360964755e-05]",0.0,0.02625008127478734,139.0,0.001997117928544064,LL
"[5.905660194047488e-06, 6.620380422208914e-06, 7.529793133293536e-06, 8.15501022173525e-06, 8.385503822872262e-06, 1.3231393921251334e-05, 1.6543175323812682e-05, 1.228277030449778e-05]",0.0,0.02625008127478734,140.0,0.0019972165089077475,LL
"[4.82465124362564e-06, 5.905660194047488e-06, 6.620380422208914e-06, 7.452262988829133e-06, 7.857713995123905e-06, 1.4131562300350324e-05, 1.7778259333380662e-05, 1.2186927843692553e-05]",0.0,0.02625008127478734,141.0,0.0019819288634321305,LL
"[5.237402953702559e-06, 4.82465124362564e-06, 5.905660194047488e-06, 7.529793133293536e-06, 9.24303465715161e-06, 1.405839728436757e-05, 1.807744109699874e-05, 1.072061163025312e-05]",0.0,0.02625008127478734,142.0,0.001973942992429421,LL
"[6.405174200167099e-06, 5.237402953702559e-06, 4.82465124362564e-06, 6.620380422208914e-06, 8.819531637445973e-06, 1.3592776763925202e-05, 1.8682586445720007e-05, 1.0598369343007847e-05]",0.0,0.02625008127478734,143.0,0.0020044285296387065,LL
"[7.859565090376585e-06, 6.405174200167099e-06, 5.237402953702559e-06, 5.905660194047488e-06, 8.15501022173525e-06, 1.165699263537605e-05, 1.789964511687482e-05, 1.157565239681642e-05]",0.0,0.02625008127478734,144.0,0.002066051274614915,LL
"[9.468447431411426e-06, 7.859565090376585e-06, 6.405174200167099e-06, 4.82465124362564e-06, 7.452262988829133e-06, 1.0106415910893566e-05, 1.6868042885689634e-05, 1.2224738766970742e-05]",0.0,0.02625008127478734,145.0,0.0020890883466353136,LL
"[9.980465662867225e-06, 9.468447431411426e-06, 7.859565090376585e-06, 5.237402953702559e-06, 7.529793133293536e-06, 9.40158753572536e-06, 1.6978788931061636e-05, 1.4746840108990967e-05]",0.0,0.02625008127478734,146.0,0.0020700861344633017,LL
"[9.5930334002344e-06, 9.980465662867225e-06, 9.468447431411426e-06, 6.405174200167099e-06, 6.620380422208914e-06, 8.580689573017366e-06, 1.5020714795190868e-05, 1.6026888074224018e-05]",0.0,0.02625008127478734,147.0,0.0020818302540611287,LL
"[9.977012179920293e-06, 9.5930334002344e-06, 9.980465662867225e-06, 7.859565090376585e-06, 5.905660194047488e-06, 8.385503822872262e-06, 1.2210036285610665e-05, 1.697552679375901e-05]",0.0,0.02625008127478734,148.0,0.002057386809191197,LL
"[9.419181301384949e-06, 9.977012179920293e-06, 9.5930334002344e-06, 9.468447431411426e-06, 4.82465124362564e-06, 7.857713995123905e-06, 1.0878891616116425e-05, 1.8212635342118327e-05]",0.0,0.02625008127478734,149.0,0.0020242184247691113,LL
"[8.495729733812401e-06, 9.419181301384949e-06, 9.977012179920293e-06, 9.980465662867225e-06, 5.237402953702559e-06, 9.24303465715161e-06, 1.0876511938271698e-05, 1.795178772198167e-05]",0.0,0.02625008127478734,150.0,0.0019862935737942795,LL
"[8.227860553789553e-06, 8.495729733812401e-06, 9.419181301384949e-06, 9.5930334002344e-06, 6.405174200167099e-06, 8.819531637445973e-06, 1.0759298343793973e-05, 1.746554535460584e-05]",0.0,0.02625008127478734,151.0,0.00198292930374278,LL
"[5.430148093732353e-06, 8.227860553789553e-06, 8.495729733812401e-06, 9.977012179920293e-06, 7.859565090376585e-06, 8.15501022173525e-06, 1.0604669428773708e-05, 1.800657365097652e-05]",0.0,0.02625008127478734,152.0,0.001992872933903923,LL
"[4.499183274147362e-06, 5.430148093732353e-06, 8.227860553789553e-06, 9.419181301384949e-06, 9.468447431411426e-06, 7.452262988829133e-06, 1.105747805616391e-05, 1.7533747876637663e-05]",0.0,0.02625008127478734,153.0,0.0019949337695827577,LL
"[4.5715278661362066e-06, 4.499183274147362e-06, 5.430148093732353e-06, 8.495729733812401e-06, 9.980465662867225e-06, 7.529793133293536e-06, 1.0964274121636255e-05, 1.724270841193641e-05]",0.0,0.02625008127478734,154.0,0.0019852505991302485,LL
"[4.375755383559308e-06, 4.5715278661362066e-06, 4.499183274147362e-06, 8.227860553789553e-06, 9.5930334002344e-06, 6.620380422208914e-06, 1.080326186469878e-05, 1.7091699302821514e-05]",0.0,0.02625008127478734,155.0,0.00197816299695305,LL
"[5.626128408356924e-06, 4.375755383559308e-06, 4.5715278661362066e-06, 5.430148093732353e-06, 9.977012179920293e-06, 5.905660194047488e-06, 1.3231393921251334e-05, 1.6830850978175174e-05]",0.0,0.02625008127478734,156.0,0.0019843116994483216,LL
"[6.412825852238499e-06, 5.626128408356924e-06, 4.375755383559308e-06, 4.499183274147362e-06, 9.419181301384949e-06, 4.82465124362564e-06, 1.4131562300350324e-05, 1.7771830211963646e-05]",0.0,0.02625008127478734,157.0,0.001988613295425258,LL
"[6.900198793672663e-06, 6.412825852238499e-06, 5.626128408356924e-06, 4.5715278661362066e-06, 8.495729733812401e-06, 5.237402953702559e-06, 1.405839728436757e-05, 1.831088028176799e-05]",0.0,0.02625008127478734,158.0,0.0019855727335378543,LL
"[6.765484176201923e-06, 6.900198793672663e-06, 6.412825852238499e-06, 4.375755383559308e-06, 8.227860553789553e-06, 6.405174200167099e-06, 1.3592776763925202e-05, 1.816382400089165e-05]",0.0,0.02625008127478734,159.0,0.0019903341276393443,LL
"[6.397703833922644e-06, 6.765484176201923e-06, 6.900198793672663e-06, 5.626128408356924e-06, 5.430148093732353e-06, 7.859565090376585e-06, 1.165699263537605e-05, 1.8164943790455053e-05]",0.0,0.02625008127478734,160.0,0.001987064611000021,LL
"[5.157449067273815e-06, 6.397703833922644e-06, 6.765484176201923e-06, 6.412825852238499e-06, 4.499183274147362e-06, 9.468447431411426e-06, 1.0106415910893566e-05, 1.7481296621330722e-05]",0.0,0.02625008127478734,161.0,0.0019751645365650517,LL
"[5.543549958711687e-06, 5.157449067273815e-06, 6.397703833922644e-06, 6.900198793672663e-06, 4.5715278661362066e-06, 9.980465662867225e-06, 9.40158753572536e-06, 1.6214630906958036e-05]",0.0,0.02625008127478734,162.0,0.001973134420503312,LL
"[6.387613390357121e-06, 5.543549958711687e-06, 5.157449067273815e-06, 6.765484176201923e-06, 4.375755383559308e-06, 9.5930334002344e-06, 8.580689573017366e-06, 1.4181318051738174e-05]",0.0,0.02625008127478734,163.0,0.0020162129710094446,LL
"[8.47284575894583e-06, 6.387613390357121e-06, 5.543549958711687e-06, 6.397703833922644e-06, 5.626128408356924e-06, 9.977012179920293e-06, 8.385503822872262e-06, 1.3010819206352174e-05]",0.0,0.02625008127478734,164.0,0.002024600369313526,LL
"[9.174437079936875e-06, 8.47284575894583e-06, 6.387613390357121e-06, 5.157449067273815e-06, 6.412825852238499e-06, 9.419181301384949e-06, 7.857713995123905e-06, 1.1996382862401249e-05]",0.0,0.02625008127478734,165.0,0.0021391654228090553,LL
"[1.1217080372874083e-05, 9.174437079936875e-06, 8.47284575894583e-06, 5.543549958711687e-06, 6.900198793672663e-06, 8.495729733812401e-06, 9.24303465715161e-06, 1.2402032185164267e-05]",0.0,0.02625008127478734,166.0,0.0022364837058291296,LL
"[1.2380724017517813e-05, 1.1217080372874083e-05, 9.174437079936875e-06, 6.387613390357121e-06, 6.765484176201923e-06, 8.227860553789553e-06, 8.819531637445973e-06, 1.138865928564454e-05]",0.0,0.02625008127478734,167.0,0.002382735675513565,LL
"[1.3836126906930759e-05, 1.2380724017517813e-05, 1.1217080372874083e-05, 8.47284575894583e-06, 6.397703833922644e-06, 5.430148093732353e-06, 8.15501022173525e-06, 1.2156694440058246e-05]",0.0,0.02625008127478734,168.0,0.0024134999324135625,LL
"[1.3974418994030874e-05, 1.3836126906930759e-05, 1.2380724017517813e-05, 9.174437079936875e-06, 5.157449067273815e-06, 4.499183274147362e-06, 7.452262988829133e-06, 1.125165816245519e-05]",0.0,0.02625008127478734,169.0,0.0025626175594498164,LL
"[1.5318738106633584e-05, 1.3974418994030874e-05, 1.3836126906930759e-05, 1.1217080372874083e-05, 5.543549958711687e-06, 4.5715278661362066e-06, 7.529793133293536e-06, 1.2046363611117869e-05]",0.0,0.02625008127478734,170.0,0.0023992715585957535,LL
"[1.3956944707328253e-05, 1.5318738106633584e-05, 1.3974418994030874e-05, 1.2380724017517813e-05, 6.387613390357121e-06, 4.375755383559308e-06, 6.620380422208914e-06, 1.457230280707297e-05]",0.0,0.02625008127478734,171.0,0.0023546075216557424,LL
"[1.3666713906053915e-05, 1.3956944707328253e-05, 1.5318738106633584e-05, 1.3836126906930759e-05, 8.47284575894583e-06, 5.626128408356924e-06, 5.905660194047488e-06, 1.6543175323812682e-05]",0.0,0.02625008127478734,172.0,0.002471603871161933,LL
"[1.4650676852138885e-05, 1.3666713906053915e-05, 1.3956944707328253e-05, 1.3974418994030874e-05, 9.174437079936875e-06, 6.412825852238499e-06, 4.82465124362564e-06, 1.7778259333380662e-05]",0.0,0.02625008127478734,173.0,0.002503928547624869,LL
"[1.489439802418787e-05, 1.4650676852138885e-05, 1.3666713906053915e-05, 1.5318738106633584e-05, 1.1217080372874083e-05, 6.900198793672663e-06, 5.237402953702559e-06, 1.807744109699874e-05]",0.0,0.02625008127478734,174.0,0.002473106151891979,LL
"[1.4896831388735164e-05, 1.489439802418787e-05, 1.4650676852138885e-05, 1.3956944707328253e-05, 1.2380724017517813e-05, 6.765484176201923e-06, 6.405174200167099e-06, 1.8682586445720007e-05]",0.0,0.02625008127478734,175.0,0.002320221357240432,LL
"[1.325729635277524e-05, 1.4896831388735164e-05, 1.489439802418787e-05, 1.3666713906053915e-05, 1.3836126906930759e-05, 6.397703833922644e-06, 7.859565090376585e-06, 1.789964511687482e-05]",0.0,0.02625008127478734,176.0,0.0021724199925248428,LL
"[1.1516021281705374e-05, 1.325729635277524e-05, 1.4896831388735164e-05, 1.4650676852138885e-05, 1.3974418994030874e-05, 5.157449067273815e-06, 9.468447431411426e-06, 1.6868042885689634e-05]",0.0,0.02625008127478734,177.0,0.002178828366492351,LL
"[1.1641229622923146e-05, 1.1516021281705374e-05, 1.325729635277524e-05, 1.489439802418787e-05, 1.5318738106633584e-05, 5.543549958711687e-06, 9.980465662867225e-06, 1.6978788931061636e-05]",0.0,0.02625008127478734,178.0,0.0021040078256616018,LL
"[1.0399040114617638e-05, 1.1641229622923146e-05, 1.1516021281705374e-05, 1.4896831388735164e-05, 1.3956944707328253e-05, 6.387613390357121e-06, 9.5930334002344e-06, 1.5020714795190868e-05]",0.0,0.02625008127478734,179.0,0.002107503952462535,LL
"[1.026120230315824e-05, 1.0399040114617638e-05, 1.1641229622923146e-05, 1.325729635277524e-05, 1.3666713906053915e-05, 8.47284575894583e-06, 9.977012179920293e-06, 1.2210036285610665e-05]",0.0,0.02625008127478734,180.0,0.0021459306037019048,LL
"[1.1044470354868347e-05, 1.026120230315824e-05, 1.0399040114617638e-05, 1.1516021281705374e-05, 1.4650676852138885e-05, 9.174437079936875e-06, 9.419181301384949e-06, 1.0878891616116425e-05]",0.0,0.02625008127478734,181.0,0.0020674971594730057,LL
"[9.549039646323577e-06, 1.1044470354868347e-05, 1.026120230315824e-05, 1.1641229622923146e-05, 1.489439802418787e-05, 1.1217080372874083e-05, 8.495729733812401e-06, 1.0876511938271698e-05]",0.0,0.02625008127478734,182.0,0.0020609748091574526,LL
"[9.714476971741961e-06, 9.549039646323577e-06, 1.1044470354868347e-05, 1.0399040114617638e-05, 1.4896831388735164e-05, 1.2380724017517813e-05, 8.227860553789553e-06, 1.0759298343793973e-05]",0.0,0.02625008127478734,183.0,0.0020222255041787594,LL
"[8.369065854000966e-06, 9.714476971741961e-06, 9.549039646323577e-06, 1.026120230315824e-05, 1.325729635277524e-05, 1.3836126906930759e-05, 5.430148093732353e-06, 1.0604669428773708e-05]",0.0,0.02625008127478734,184.0,0.0020017712252411624,LL
"[7.37567831144674e-06, 8.369065854000966e-06, 9.714476971741961e-06, 1.1044470354868347e-05, 1.1516021281705374e-05, 1.3974418994030874e-05, 4.499183274147362e-06, 1.105747805616391e-05]",0.0,0.02625008127478734,185.0,0.0020033122807579765,LL
"[7.090108567302003e-06, 7.37567831144674e-06, 8.369065854000966e-06, 9.549039646323577e-06, 1.1641229622923146e-05, 1.5318738106633584e-05, 4.5715278661362066e-06, 1.0964274121636255e-05]",0.0,0.02625008127478734,186.0,0.0019911797245672058,LL
"[6.457522206364883e-06, 7.090108567302003e-06, 7.37567831144674e-06, 9.714476971741961e-06, 1.0399040114617638e-05, 1.3956944707328253e-05, 4.375755383559308e-06, 1.080326186469878e-05]",0.0,0.02625008127478734,187.0,0.001998567902748196,LL
"[6.981526784224058e-06, 6.457522206364883e-06, 7.090108567302003e-06, 8.369065854000966e-06, 1.026120230315824e-05, 1.3666713906053915e-05, 5.626128408356924e-06, 1.3231393921251334e-05]",0.0,0.02625008127478734,188.0,0.0020093493209413908,LL
"[7.574267097222137e-06, 6.981526784224058e-06, 6.457522206364883e-06, 7.37567831144674e-06, 1.1044470354868347e-05, 1.4650676852138885e-05, 6.412825852238499e-06, 1.4131562300350324e-05]",0.0,0.02625008127478734,189.0,0.002008716651434956,LL
"[7.635880621429367e-06, 7.574267097222137e-06, 6.981526784224058e-06, 7.090108567302003e-06, 9.549039646323577e-06, 1.489439802418787e-05, 6.900198793672663e-06, 1.405839728436757e-05]",0.0,0.02625008127478734,190.0,0.0020327672310302574,LL
"[8.490018527607749e-06, 7.635880621429367e-06, 7.574267097222137e-06, 6.457522206364883e-06, 9.714476971741961e-06, 1.4896831388735164e-05, 6.765484176201923e-06, 1.3592776763925202e-05]",0.0,0.02625008127478734,191.0,0.002033870047275376,LL
"[8.611414370553382e-06, 8.490018527607749e-06, 7.635880621429367e-06, 6.981526784224058e-06, 8.369065854000966e-06, 1.325729635277524e-05, 6.397703833922644e-06, 1.165699263537605e-05]",0.0,0.02625008127478734,192.0,0.0020163365050757643,LL
"[8.205651421307223e-06, 8.611414370553382e-06, 8.490018527607749e-06, 7.574267097222137e-06, 7.37567831144674e-06, 1.1516021281705374e-05, 5.157449067273815e-06, 1.0106415910893566e-05]",0.0,0.02625008127478734,193.0,0.00200103065697304,LL
"[7.351301093655303e-06, 8.205651421307223e-06, 8.611414370553382e-06, 7.635880621429367e-06, 7.090108567302003e-06, 1.1641229622923146e-05, 5.543549958711687e-06, 9.40158753572536e-06]",0.0,0.02625008127478734,194.0,0.001995689420252752,LL
"[6.162055934559907e-06, 7.351301093655303e-06, 8.205651421307223e-06, 8.490018527607749e-06, 6.457522206364883e-06, 1.0399040114617638e-05, 6.387613390357121e-06, 8.580689573017366e-06]",0.0,0.02625008127478734,195.0,0.0019840217325241285,LL
"[5.742864393689529e-06, 6.162055934559907e-06, 7.351301093655303e-06, 8.611414370553382e-06, 6.981526784224058e-06, 1.026120230315824e-05, 8.47284575894583e-06, 8.385503822872262e-06]",0.0,0.02625008127478734,196.0,0.0019614717954762307,LL
"[6.336613595626348e-06, 5.742864393689529e-06, 6.162055934559907e-06, 8.205651421307223e-06, 7.574267097222137e-06, 1.1044470354868347e-05, 9.174437079936875e-06, 7.857713995123905e-06]",0.0,0.02625008127478734,197.0,0.0019884065561487883,LL
"[8.365904244101389e-06, 6.336613595626348e-06, 5.742864393689529e-06, 7.351301093655303e-06, 7.635880621429367e-06, 9.549039646323577e-06, 1.1217080372874083e-05, 9.24303465715161e-06]",0.0,0.02625008127478734,198.0,0.0020185562260328334,LL
"[1.5301825554914033e-05, 1.6775951602089494e-05, 1.846463210184411e-05, 1.9729226302199507e-05, 1.5916327609996146e-05, 1.812383793101015e-05, 1.5531208796693335e-05, -3.7751676117129754e-06]",0.0,0.0,0.0,0.0,LL
"[1.3830010815570437e-05, 1.5301825554914033e-05, 1.6775951602089494e-05, 1.992944287211405e-05, 1.7356654697445323e-05, 1.7176457524568707e-05, 1.4696226844828156e-05, -5.700480622889006e-06]",0.0,0.0,0.0,0.0,LL
"[1.2215480468486329e-05, 1.3830010815570437e-05, 1.5301825554914033e-05, 1.846463210184411e-05, 1.9771003808740284e-05, 1.6199598904129495e-05, 1.4544230626401977e-05, -6.091706378599981e-06]",0.0,0.0,0.0,0.0,LL
"[1.3637721635096804e-05, 1.2215480468486329e-05, 1.3830010815570437e-05, 1.6775951602089494e-05, 2.035332001787747e-05, 1.6197977028163788e-05, 1.3942328021482225e-05, -6.443908441157695e-06]",0.0,0.0,0.0,0.0,LL
"[1.4664891855519563e-05, 1.3637721635096804e-05, 1.2215480468486329e-05, 1.5301825554914033e-05, 1.9729226302199507e-05, 1.3678942974726475e-05, 1.4102787488687903e-05, -5.216820502290009e-06]",0.0,0.0,0.0,0.0,LL
"[1.649782182887766e-05, 1.4664891855519563e-05, 1.3637721635096804e-05, 1.3830010815570437e-05, 1.992944287211405e-05, 1.3720072895634056e-05, 1.4178400747158792e-05, -4.824461812648253e-06]",0.0,0.0,0.0,0.0,LL
"[1.717717135290739e-05, 1.649782182887766e-05, 1.4664891855519563e-05, 1.2215480468486329e-05, 1.846463210184411e-05, 1.6209892678743893e-05, 1.4417082087202532e-05, -4.272858380103899e-06]",0.0,0.0,0.0,0.0,LL
"[1.7494648978499957e-05, 1.717717135290739e-05, 1.649782182887766e-05, 1.3637721635096804e-05, 1.6775951602089494e-05, 1.6911161027170223e-05, 1.53805419722399e-05, -2.9878745301893923e-06]",0.0,0.0,0.0,0.0,LL
"[1.715357792561066e-05, 1.7494648978499957e-05, 1.717717135290739e-05, 1.4664891855519563e-05, 1.5301825554914033e-05, 1.5916327609996146e-05, 1.646777622646059e-05, -1.2556508588660102e-06]",0.0,0.0,0.0,0.0,LL
"[1.64781440801056e-05, 1.715357792561066e-05, 1.7494648978499957e-05, 1.649782182887766e-05, 1.3830010815570437e-05, 1.7356654697445323e-05, 1.736906676787982e-05, -1.7505368561835799e-06]",0.0,0.0,0.0,0.0,LL
"[1.6787625900450162e-05, 1.64781440801056e-05, 1.715357792561066e-05, 1.717717135290739e-05, 1.2215480468486329e-05, 1.9771003808740284e-05, 1.817429286000369e-05, -2.501954262380611e-06]",0.0,0.0,0.0,0.0,LL
"[1.722248567412228e-05, 1.6787625900450162e-05, 1.64781440801056e-05, 1.7494648978499957e-05, 1.3637721635096804e-05, 2.035332001787747e-05, 1.9641848854437665e-05, -2.6845289010470124e-06]",0.0,0.0,0.0,0.0,LL
"[1.8415403433223076e-05, 1.722248567412228e-05, 1.6787625900450162e-05, 1.715357792561066e-05, 1.4664891855519563e-05, 1.9729226302199507e-05, 2.0185458035339153e-05, -3.1496082218889945e-06]",0.0,0.0,0.0,0.0,LL
"[2.01428378193611e-05, 1.8415403433223076e-05, 1.722248567412228e-05, 1.64781440801056e-05, 1.649782182887766e-05, 1.992944287211405e-05, 2.0222809146494636e-05, -2.5790847985563394e-06]",0.0,0.0,0.0,0.0,LL
"[2.105469583739154e-05, 2.01428378193611e-05, 1.8415403433223076e-05, 1.6787625900450162e-05, 1.717717135290739e-05, 1.846463210184411e-05, 2.0052219073628467e-05, -2.3124160389612397e-06]",0.0,0.0,0.0,0.0,LL
"[2.071323636622513e-05, 2.105469583739154e-05, 2.01428378193611e-05, 1.722248567412228e-05, 1.7494648978499957e-05, 1.6775951602089494e-05, 1.9148644400240535e-05, -1.9574299610905587e-06]",0.0,0.0,0.0,0.0,LL
"[1.9561847071842e-05, 2.071323636622513e-05, 2.105469583739154e-05, 1.8415403433223076e-05, 1.715357792561066e-05, 1.5301825554914033e-05, 1.812383793101015e-05, -2.4011923396789836e-06]",0.0,0.0,0.0,0.0,LL
"[2.1660746186863793e-05, 1.9561847071842e-05, 2.071323636622513e-05, 2.01428378193611e-05, 1.64781440801056e-05, 1.3830010815570437e-05, 1.7176457524568707e-05, -1.8522663920360485e-06]",0.0,0.0,0.0,0.0,LL
"[2.2438425336303143e-05, 2.1660746186863793e-05, 1.9561847071842e-05, 2.105469583739154e-05, 1.6787625900450162e-05, 1.2215480468486329e-05, 1.6199598904129495e-05, 7.327368402508035e-07]",0.0,0.0,0.0,0.0,LL
"[2.2459703141403656e-05, 2.2438425336303143e-05, 2.1660746186863793e-05, 2.071323636622513e-05, 1.722248567412228e-05, 1.3637721635096804e-05, 1.6197977028163788e-05, 9.115975889987914e-07]",0.0,0.0,0.0,0.0,LL
"[2.1214682057944222e-05, 2.2459703141403656e-05, 2.2438425336303143e-05, 1.9561847071842e-05, 1.8415403433223076e-05, 1.4664891855519563e-05, 1.3678942974726475e-05, 1.0795742396415096e-06]",0.0,0.0,0.0,0.0,LL
"[2.0202483301658775e-05, 2.1214682057944222e-05, 2.2459703141403656e-05, 2.1660746186863793e-05, 2.01428378193611e-05, 1.649782182887766e-05, 1.3720072895634056e-05, 1.9123274708452057e-06]",0.0,0.0,0.0,0.0,LL
"[1.9554046079563904e-05, 2.0202483301658775e-05, 2.1214682057944222e-05, 2.2438425336303143e-05, 2.105469583739154e-05, 1.717717135290739e-05, 1.6209892678743893e-05, 2.353463155895307e-06]",0.0,0.0,0.0,0.0,LL
"[1.936765699179804e-05, 1.9554046079563904e-05, 2.0202483301658775e-05, 2.2459703141403656e-05, 2.071323636622513e-05, 1.7494648978499957e-05, 1.6911161027170223e-05, 3.4925200315945756e-06]",0.0,0.0,0.0,0.0,LL
"[1.9343374958587634e-05, 1.936765699179804e-05, 1.9554046079563904e-05, 2.1214682057944222e-05, 1.9561847071842e-05, 1.715357792561066e-05, 1.5916327609996146e-05, 5.436199076246611e-06]",0.0,0.0,0.0,0.0,LL
"[1.8787553486900448e-05, 1.9343374958587634e-05, 1.936765699179804e-05, 2.0202483301658775e-05, 2.1660746186863793e-05, 1.64781440801056e-05, 1.7356654697445323e-05, 7.539445186269747e-06]",0.0,0.0,0.0,0.0,LL
"[1.8816841801472896e-05, 1.8787553486900448e-05, 1.9343374958587634e-05, 1.9554046079563904e-05, 2.2438425336303143e-05, 1.6787625900450162e-05, 1.9771003808740284e-05, 7.629918917289836e-06]",0.0,0.0,0.0,0.0,LL
"[1.8849051046643826e-05, 1.8816841801472896e-05, 1.8787553486900448e-05, 1.936765699179804e-05, 2.2459703141403656e-05, 1.722248567412228e-05, 2.035332001787747e-05, 8.85239132509077e-06]",0.0,0.0,0.0,0.0,LL
"[1.8816846435278666e-05, 1.8849051046643826e-05, 1.8816841801472896e-05, 1.9343374958587634e-05, 2.1214682057944222e-05, 1.8415403433223076e-05, 1.9729226302199507e-05, 1.0102992380274592e-05]",0.0,0.0,0.0,0.0,LL
"[1.8135964535385293e-05, 1.8816846435278666e-05, 1.8849051046643826e-05, 1.8787553486900448e-05, 2.0202483301658775e-05, 2.01428378193611e-05, 1.992944287211405e-05, 1.1404752875458597e-05]",0.0,0.0,0.0,0.0,LL
"[1.7864743778717107e-05, 1.8135964535385293e-05, 1.8816846435278666e-05, 1.8816841801472896e-05, 1.9554046079563904e-05, 2.105469583739154e-05, 1.846463210184411e-05, 1.4099448232289447e-05]",0.0,0.0,0.0,0.0,LL
"[1.7751888045800124e-05, 1.7864743778717107e-05, 1.8135964535385293e-05, 1.8849051046643826e-05, 1.936765699179804e-05, 2.071323636622513e-05, 1.6775951602089494e-05, 1.5761602784133714e-05]",0.0,0.0,0.0,0.0,LL
"[1.757324966367015e-05, 1.7751888045800124e-05, 1.7864743778717107e-05, 1.8816846435278666e-05, 1.9343374958587634e-05, 1.9561847071842e-05, 1.5301825554914033e-05, 1.5531208796693335e-05]",0.0,0.0,0.0,0.0,LL
"[1.7782433143971103e-05, 1.757324966367015e-05, 1.7751888045800124e-05, 1.8135964535385293e-05, 1.8787553486900448e-05, 2.1660746186863793e-05, 1.3830010815570437e-05, 1.4696226844828156e-05]",0.0,0.0,0.0,0.0,LL
"[1.702900136457525e-05, 1.7782433143971103e-05, 1.757324966367015e-05, 1.7864743778717107e-05, 1.8816841801472896e-05, 2.2438425336303143e-05, 1.2215480468486329e-05, 1.4544230626401977e-05]",0.0,0.0,0.0,0.0,LL
"[1.6353192115288278e-05, 1.702900136457525e-05, 1.7782433143971103e-05, 1.7751888045800124e-05, 1.8849051046643826e-05, 2.2459703141403656e-05, 1.3637721635096804e-05, 1.3942328021482225e-05]",0.0,0.0,0.0,0.0,LL
"[1.570477451015595e-05, 1.6353192115288278e-05, 1.702900136457525e-05, 1.757324966367015e-05, 1.8816846435278666e-05, 2.1214682057944222e-05, 1.4664891855519563e-05, 1.4102787488687903e-05]",0.0,0.0,0.0,0.0,LL
"[1.553268572408395e-05, 1.570477451015595e-05, 1.6353192115288278e-05, 1.7782433143971103e-05, 1.8135964535385293e-05, 2.0202483301658775e-05, 1.649782182887766e-05, 1.4178400747158792e-05]",0.0,0.0,0.0,0.0,LL
"[1.7044355557097848e-05, 1.553268572408395e-05, 1.570477451015595e-05, 1.702900136457525e-05, 1.7864743778717107e-05, 1.9554046079563904e-05, 1.717717135290739e-05, 1.4417082087202532e-05]",0.0,0.0,0.0,0.0,LL
"[1.8522561579912018e-05, 1.7044355557097848e-05, 1.553268572408395e-05, 1.6353192115288278e-05, 1.7751888045800124e-05, 1.936765699179804e-05, 1.7494648978499957e-05, 1.53805419722399e-05]",0.0,0.0,0.0,0.0,LL
"[1.803212870167008e-05, 1.8522561579912018e-05, 1.7044355557097848e-05, 1.570477451015595e-05, 1.757324966367015e-05, 1.9343374958587634e-05, 1.715357792561066e-05, 1.646777622646059e-05]",0.0,0.0,0.0,0.0,LL
"[1.7930313326292022e-05, 1.803212870167008e-05, 1.8522561579912018e-05, 1.553268572408395e-05, 1.7782433143971103e-05, 1.8787553486900448e-05, 1.64781440801056e-05, 1.736906676787982e-05]",0.0,0.0,0.0,0.0,LL
"[1.6119529239259546e-05, 1.7930313326292022e-05, 1.803212870167008e-05, 1.7044355557097848e-05, 1.702900136457525e-05, 1.8816841801472896e-05, 1.6787625900450162e-05, 1.817429286000369e-05]",0.0,0.0,0.0,0.0,LL
"[1.5103806321567189e-05, 1.6119529239259546e-05, 1.7930313326292022e-05, 1.8522561579912018e-05, 1.6353192115288278e-05, 1.8849051046643826e-05, 1.722248567412228e-05, 1.9641848854437665e-05]",0.0,0.0,0.0,0.0,LL
"[1.6181270633400804e-05, 1.5103806321567189e-05, 1.6119529239259546e-05, 1.803212870167008e-05, 1.570477451015595e-05, 1.8816846435278666e-05, 1.8415403433223076e-05, 2.0185458035339153e-05]",0.0,0.0,0.0,0.0,LL
"[1.492288716976574e-05, 1.6181270633400804e-05, 1.5103806321567189e-05, 1.7930313326292022e-05, 1.553268572408395e-05, 1.8135964535385293e-05, 2.01428378193611e-05, 2.0222809146494636e-05]",0.0,0.0,0.0,0.0,LL
"[1.3951326757576008e-05, 1.492288716976574e-05, 1.6181270633400804e-05, 1.6119529239259546e-05, 1.7044355557097848e-05, 1.7864743778717107e-05, 2.105469583739154e-05, 2.0052219073628467e-05]",0.0,0.3557013860979634,0.0,0.0023681053779657417,LL
"[1.371932731954414e-05, 1.3951326757576008e-05, 1.492288716976574e-05, 1.5103806321567189e-05, 1.8522561579912018e-05, 1.7751888045800124e-05, 2.071323636622513e-05, 1.9148644400240535e-05]",0.0,0.3557013860979634,1.0,0.0026225951728424462,LL
"[1.4189138167462564e-05, 1.371932731954414e-05, 1.3951326757576008e-05, 1.6181270633400804e-05, 1.803212870167008e-05, 1.757324966367015e-05, 1.9561847071842e-05, 1.812383793101015e-05]",0.0,0.3557013860979634,2.0,0.0017830541525909959,LL
